Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
3827,Unnatural Causes (Adam Dalgliesh #3),0.09375,218,3.4,total:11299,20,5,Penguin Books in association with Faber & Faber,347,2002,eng,P.D. James,3.94,0.379166667,2.476388889,571204104,2.122222222
3828,Death of an Expert Witness (Adam Dalgliesh #6),0.092361111,306,2.983333333,total:9594,20,5,Gardners Books,271,2002,eng,P.D. James,3.99,0.302083333,2.245138889,571204201,1.664583333
3829,"A Mind To Murder (Adam Dalgliesh, #2)",0.090277778,225,2.929166667,total:10161,20,5,Gardners Books,4,2002,eng,P.D. James,3.82,0.413194444,1.936111111,571204155,2.3125
3830,"A Taste for Death (Adam Dalgliesh, #7)",0.111111111,459,3.786805556,total:12157,8,11,Vintage,379,2005,eng,P.D. James,4.02,0.323611111,2.905555556,1400096472,1.940277778
3831,Time To Be In Earnest: A Fragment Of Autobiography,1:09,306,0.35,total:622,27,2,Ballantine Books,76,2001,eng,P.D. James,3.92,2:24,0.329861111,345442121,0.229166667
3832,Cover Her Face (Adam Dalgliesh #1),0.313194444,250,4:11988,total:29783,8,5,Scribner,970,2001,eng,P.D. James,3.93,0.953472222,6.3875,743219570,5.161805556
3833,The Black Tower (Adam Dalgliesh #5),0.209027778,352,4.095833333,total:14946,2,10,Scribner,343,2001,eng,P.D. James,4,0.492361111,3.802083333,743219619,2.404861111
3834,Innocent Blood,0.122222222,400,1.35,total:4594,2,8,Scribner,288,2001,eng,P.D. James,3.68,0.321527778,0.9,743219635,1.121527778
3835,Don Quixote,3.949305556,940,4:62620,total:197128,26,4,Ecco,713,2005,eng,Miguel de Cervantes Saavedra,3.87,2:14805,5:67874,60934344,3:46202
3839,Don Quixote and the Windmills,1:02,32,4:32,total:92,2,4,"Farrar, Straus and Giroux (BYR)",25,2004,,Eric A. Kimmel,3.72,2:04,5:21,374318255,3:33
3841,Lectures on Don Quixote,1:08,240,0.251388889,total:331,18,4,Harcourt Brace Jovanovich,16,1984,eng,Vladimir Nabokov,3.86,2:16,0.276388889,156495406,0.185416667
3842,Cliffs Notes on Cervantes' Don Quixote,1:02,96,4:05,total:22,8,7,Cliffs Notes,2,1964,eng,Marianne Sturman,3.59,2:02,5:07,822004151,3:06
3843,Doré's Illustrations for Don Quixote,1:00,160,4:47,total:179,1,7,Dover Publications,9,1982,,Gustave Doré,4.56,2:02,0.289583333,486243001,3:13
3844,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Butcher in Tuscany",0.231944444,318,6.375,total:22042,1,7,Jonathan Cape,18,2006,,Bill Buford,3.9,0.897916667,4.595833333,022407184X,3.83125
3845,Heat,0.334722222,220,4.957638889,total:19350,11,4,Philomel Books,28,2006,,Mike Lupica,3.98,0.759722222,5.058333333,399243011,2.952083333
3846,Turn up the Heat with G. Garvin,1:00,256,4:24,total:76,1,10,Houghton Mifflin Harcourt,10,2006,,Gerry Garvin,4.39,2:02,5:42,696233940,3:08
3847,"Vegas Heat (Vegas, #2)",1:13,473,0.480555556,total:1558,1,10,Zebra,0,1997,,Fern Michaels,4.22,2:58,0.738888889,821772074,0.313194444
3848,"Desert Heat (Joanna Brady, #1)",0.120833333,256,3.2625,total:10833,1,9,Severn House Publishers,11,2004,eng,J.A. Jance,4,0.304166667,2.606944444,727861158,1.853472222
3849,Kentucky Heat,1:21,383,0.634027778,total:2135,1,9,Zebra,46,2002,eng,Fern Michaels,4.19,0.134027778,0.899305556,821773682,0.384027778
3850,Heat Wave: A Social Autopsy of Disaster in Chicago,1:10,320,0.406944444,total:803,15,7,University Of Chicago Press,72,2003,eng,Eric Klinenberg,3.86,2:45,0.351388889,226443221,0.261111111
3851,"Texas Heat (Texas, #2)",1:15,496,0.719444444,total:2385,27,11,Ballantine Books,43,2001,eng,Fern Michaels,4.17,0.131944444,0.939583333,345449606,0.438194444
3852,"Primal Heat (Includes: Breeds, #8.5; Devlin Dynasty, #1; Moon Lust, #1)",1:33,196,0.969444444,total:3636,15,5,Ellora's Cave,62,2004,eng,Lora Leigh,4.13,0.184027778,1.30625,1843607409,0.625694444
3853,Heat and Dust,0.278472222,190,1.920138889,total:7021,16,4,Counterpoint,272,1999,eng,Ruth Prawer Jhabvala,3.55,0.558333333,1.136805556,1582430152,1.606944444
3855,Fit for Developing Software: Framework for Integrated Tests,1:01,384,4:16,total:45,1,6,Pearson,2,2005,,Rick Mugridge,3.47,2:05,5:06,321269349,3:17
3856,User Stories Applied: For Agile Software Development,1:56,268,0.867361111,total:2564,11,3,Addison-Wesley Professional,105,2004,,Mike Cohn,3.88,0.170833333,0.722916667,321205685,0.563888889
3858,Holy Cow: An Indian Adventure,0.573611111,304,3.875694444,total:16212,13,4,Broadway Books,1106,2004,eng,Sarah Macdonald,3.53,1.307638889,2.489583333,767915747,3.636805556
3859,Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,1:05,134,0.248611111,total:296,19,2,Polyface,35,2005,eng,Joel Salatin,4.01,2:13,0.279166667,963810944,3:58
3860,O Holy Cow!: The Selected Verse,1:00,128,4:24,total:63,1,4,Ecco,3,1997,,Phil Rizzuto,4.16,2:03,5:26,880015330,3:10
3863,The Myth of the Holy Cow,1:06,184,0.211805556,total:175,17,2,Verso,21,2004,,D.N. Jha,3.77,2:11,5:46,1859844243,3:47
3867,The History of Love,1.782638889,255,4:41111,total:118677,17,5,Norton,9824,2006,eng,Nicole Krauss,3.92,5.854861111,5:40812,393328627,3:25936
3869,A Brief History of Time,2.893055556,212,4:102408,total:276259,1,9,Bantam Books,5996,1998,eng,Stephen Hawking,4.17,5.93125,5:119393,553380168,3:41931
3871,The Politically Incorrect Guide to American History,0.084722222,270,0.611805556,total:1756,1,11,Regnery Publishing,152,2004,en-US,Thomas E. Woods Jr.,4.03,0.139583333,0.682638889,895260476,0.325694444
3872,A History of the World in 6 Glasses,0.275,336,5.202083333,total:18020,16,5,Bloomsbury,1711,2006,eng,Tom Standage,3.76,0.847222222,3.070833333,802715524,3.74375
3873,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1.471527778,460,4:13564,total:42185,2,3,Gramercy Books,1100,2004,eng,Karen Armstrong,3.87,1.901388889,5:14923,517223120,6.389583333
3875,The Sun Also Rises,1:11306,8,4:123234,total:354692,17,10,Simon  Schuster Audio,70,2006,eng,Ernest Hemingway,3.82,2:28307,5:109191,743564413,3:82654
3878,The Sun Also Rises: A Novel of the Twenties,1:02,120,4:11,total:31,1,7,Twayne Publishers,4,1988,,Michael S. Reynolds,3.87,2:04,5:12,805780157,3:02
3881,"The Biggest Loser Cookbook: More Than 125 Healthy, Delicious Recipes Adapted from Nbc's Hit Show",1:28,236,0.272916667,total:613,3,10,Rodale Books,22,2006,,Devin Alexander,3.54,0.133333333,0.314583333,1594865752,0.26875
3882,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,1.245138889,326,4.895833333,total:26327,1,11,Clarkson Potter,160,2005,,Rachael Ray,3.69,1.815277778,6.177083333,1400082544,4.774305556
3883,"Betty Crocker Cookbook, 10th Edition: Everything You Need to Know to Cook Today",0.402777778,616,6.55,total:34119,2,12,Betty Crocker,1,2005,,Betty Crocker,4.26,0.830555556,5:18003,764583743,3.825
3884,Green Eggs and Ham Cookbook,1:04,64,0.213888889,total:300,24,10,Random House Books for Young Readers,25,2006,,Georgeanne Brennan,4.18,2:15,0.315972222,679884408,3:58
3885,The Taste of Home Cookbook,0.204166667,674,3.547222222,total:17301,12,9,Reader's Digest/Taste of Home,31,2006,,Janet Briggs,4.26,0.503472222,6.486111111,898214971,1.898611111
3886,The Bon Appetit Cookbook,1:50,816,0.588194444,total:1828,15,8,Houghton Mifflin Harcourt,22,2006,eng,Barbara Fairchild,4.07,0.135416667,0.7375,764596861,0.356944444
3887,The Everything Kid's Cookbook: From Mac'n Cheese to Double Chocolate Chip Cookies-All You Need to Have Some Finger Lickin' Fun,1:03,135,4:24,total:92,1,10,Adams Media Corporation,1,2002,,Sandra K. Nissenberg,3.87,2:08,5:35,1580626580,3:22
3888,The America's Test Kitchen Family Cookbook,0.442361111,726,3.192361111,total:16155,1,9,America's Test Kitchen,213,2006,,America's Test Kitchen,4.2,0.53125,6.029861111,193361501X,1.647916667
3890,The Kid's Cookbook: A Great Book for Kids Who Love to Cook,1:00,127,4:30,total:88,1,11,Time Life Medical,0,2000,,Abigail Johnson Dodge,4.14,2:04,5:37,737020415,3:17
3891,Fix-It and Forget-It Cookbook,0.510416667,284,5.395833333,total:26637,1,5,Good Books,3,2013,,Dawn J. Ranck,3.88,1.511111111,6.874305556,1561483389,4.83125
3892,Betty Crocker's Diabetes Cookbook: Everyday Meals Easy as 1-2-3,1:10,255,4:45,total:196,7,3,Betty Crocker,1,2003,,Richard M. Bergenstal,3.67,2:21,0.252777778,764567047,3:56
3893,Not Your Mother's Slow Cooker Cookbook,0.177083333,520,1.420833333,total:5776,27,12,Harvard Common Press,5,2004,,Beth Hensperger,3.79,0.397916667,1.450694444,1558322442,1.189583333
3894,New Junior Cookbook (Better Homes & Gardens Test Kitchen),1:13,128,0.25,total:443,18,10,,15,2004,,Flora Szatkowski,3.93,2:28,0.329166667,696220008,0.2
3895,The Barefoot Contessa Cookbook,0.84375,256,6.00625,total:29216,6,4,Clarkson Potter,178,1999,eng,Ina Garten,4.16,0.967361111,5:14474,609602195,2.836805556
3896,"Betty Crocker's Picture Cookbook, Facsimile Edition",1:47,416,0.624305556,total:2894,26,10,Betty Crocker,57,1998,,Betty Crocker,4.36,0.140972222,1.409722222,28627717,0.385416667
3897,The Healthy College Cookbook: Quick. Cheap. Easy.,1:09,160,0.224305556,total:242,5,1,"Storey Publishing, LLC",6,1999,,Alexandra Nimetz,3.69,2:19,0.25,1580171265,0.174305556
3899,The South Beach Diet Quick and Easy Cookbook: 200 Delicious Recipes Ready in 30 Minutes or Less,1:25,320,0.320138889,total:688,7,10,Rodale Books,17,2005,,Arthur Agatston,3.78,2:50,0.352777778,1594862923,0.252777778
3900,Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,1:05,204,0.229166667,total:258,1,5,National Geographic Society,46,2005,eng,Diane Johnson,3.5,2:35,5:42,792272668,0.184722222
3901,Persian Nights,1:28,368,0.245833333,total:401,1,2,Plume,45,1998,,Diane Johnson,3.38,2:48,0.257638889,452279585,0.222222222
3902,The Shadow Knows,1:10,288,4:56,total:170,1,3,Plume,15,1998,,Diane Johnson,3.48,2:22,5:34,452277361,3:48
3905,Ft-D Hammett: A Life,1:01,0,4:42,total:89,12,6,Ballantine Books,0,1987,,Diane Johnson,3.73,2:05,5:15,449902234,3:26
3906,Le Mariage,0.085416667,322,0.324305556,total:1118,2,8,Vintage,3,2001,,Diane Johnson,3.06,0.245833333,0.278472222,99421852,0.467361111
3907,Burning,1:03,256,4:06,total:33,1,6,Plume,3,1998,,Diane Johnson,2.94,2:06,5:02,452279836,3:16
3908,Terrorists & Novelists,1:01,257,4:01,total:4,12,9,Knopf,0,1982,,Diane Johnson,2.75,2:00,5:00,394521617,3:02
3909,Cultural Diversity Fieldbook: Fresh Visions and Breakthrough Strategies for Revitalizing the Workplace,1:00,271,4:01,total:1,31,12,Peterson Nelnet Co,0,1996,,Bob Abramms,4,2:00,5:00,1560796022,3:00
3910,Americans in Paris: Great Short Stories of the City of Light,1:01,219,4:02,total:7,1,4,Capra Press,0,2003,,Steven Gilbar,3,2:00,5:00,972250301,3:04
3914,Sylvia,1:14,129,0.525694444,total:1244,29,5,"Farrar, Straus and Giroux",97,2007,eng,Leonard Michaels,3.85,0.147222222,0.4375,374271070,0.327083333
3915,Dashiell Hammett Une VI,1:01,563,4:42,total:89,1,3,Gallimard Education,0,1992,,Diane Johnson,3.73,2:05,5:15,2070384705,3:26
3916,The Life Of Dashiell Hammett,1:01,344,4:42,total:89,23,1,Vintage/Ebury (A Division of Random House Group),0,1984,eng,Diane Johnson,3.73,2:05,5:15,070112766X,3:26
3918,Divorcio a la Francesa: Le Divorce,0.339583333,388,0.772222222,total:4299,1,6,Santillana USA Publishing Company,0,2003,spa,Diane Johnson,2.88,0.836111111,0.404166667,8420466557,1.258333333
3920,L'Affaire,0.091666667,340,0.270138889,total:804,31,8,Plume Books,79,2004,,Diane Johnson,2.94,0.206944444,0.251388889,452285631,0.363194444
3921,London is the Best City in America,0.099305556,256,0.772222222,total:2657,18,5,Viking Adult,233,2006,eng,Laura Dave,3.45,0.309722222,0.489583333,670037567,0.799305556
3922,Dragonball Z: How To Draw Ii,1:01,32,4:03,total:27,1,5,Scholastic Paperbacks,1,2002,,Michael Teitelbaum,4.22,2:00,5:16,439342430,3:07
3923,How to Draw Action Dragonball Z (Dragonball Z),1:01,32,4:13,total:58,1,3,Scholastic Paperbacks,9,2003,,Michael Teitelbaum,4.16,2:04,5:30,439437245,3:10
3924,Dragonball Z: Extreme Glow-in-the-dark Sticker Activity,1:00,32,4:07,total:34,1,3,Scholastic Paperbacks,3,2003,,Jeff O'Hare,4.26,2:02,5:19,439437229,3:06
3925,Pojo's Unofficial Absolute Dragonball Z: Gt Episode Reviews,1:00,128,4:01,total:19,28,1,Triumph Entertainment,0,2003,,Pojo,4.26,2:01,5:12,1572435550,3:05
3926,Dragonball Z: An Unauthorized Guide,1:02,211,4:04,total:40,15,8,St. Martin's Paperbacks,2,2000,,Lois H. Gresh,4.08,2:05,5:24,312977573,3:05
3927,How to Draw Dragonball,1:00,32,4:02,total:5,1,3,Scholastic Paperbacks,0,2003,,Jesse Leon McCann,4,2:01,5:02,439465184,3:00
3932,Pojo's Unofficial Dragonball Z Cards Simplified: A Player's Guide,1:00,96,4:00,total:8,1,9,Triumph Books,0,2003,,Bill Gill,4.75,2:00,5:07,157243600X,3:01
3934,Dragonball,1:02,32,4:41,total:230,1,3,Scholastic Paperbacks,5,2003,,Jesse Leon McCann,4.6,2:04,0.325,439465192,3:15
3938,"Hyperion (Los Cantos de Hyperion, #1)",1.995833333,618,4:54095,total:173301,1,6,Ediciones B,14,2005,spa,Dan Simmons,4.24,4.807638889,5:86496,8466617353,3:23093
3939,"The Fall of Hyperion (Hyperion Cantos, #2)",0.622916667,632,4:32754,total:90987,20,2,Headline Book Pub Ltd,15,1992,eng,Dan Simmons,4.21,2.195138889,5:40817,747236046,3:13538
3940,Supreme Power: Hyperion,1:04,120,0.225,total:250,19,7,Marvel,9,2006,eng,J. Michael Straczynski,3.45,2:28,5:32,785118950,0.195833333
3941,Hyperion and Selected Poems,1:54,320,0.468055556,total:1550,1,8,Continuum,7,1990,,Friedrich Hölderlin,3.99,0.152083333,0.664583333,826403344,0.3375
3944,"La Caída de Hyperion (Los Cantos de Hyperion, #2)",0.622916667,736,4:32754,total:90987,1,6,Ediciones B,26,2005,,Dan Simmons,4.21,2.195138889,5:40817,8466617442,3:13538
3945,Christopher Davis's Best Year Yet,1:00,64,4:00,total:2,15,11,"Little, Brown Books for Young Readers",0,1995,,Lauren L. Wohl,5,2:00,5:02,786810831,3:00
3946,Grace's Letter to Lincoln,1:01,68,4:22,total:60,1,9,Hyperion Books,20,1998,,Peter Roop,3.78,2:07,5:17,786812966,3:13
3947,A Don't Sweat the Small Stuff Treasury: A Special Collection for the Office,1:00,112,4:00,total:1,5,4,Hyperion,0,2000,,Richard Carlson,5,2:00,5:01,786866241,3:00
3949,A Don't Sweat the Small Stuff Treasury: A Special Selection for Teachers,1:00,112,4:07,total:9,1,5,Hyperion,1,1999,,Richard Carlson,4,2:00,5:01,786865768,3:01
3950,Behind the Couch,1:00,57,4:04,total:11,1,6,Hyperion,0,1997,,Mordicai Gerstein,3.91,2:02,5:04,786823062,3:01
3951,No Room for Francie,1:00,64,4:01,total:7,15,11,Hyperion Books,0,1995,,Eileen Christelow,3.57,2:01,5:02,786810815,3:03
3952,Hyperion and Kavanagh,1:00,420,4:00,total:2,1,4,Fredonia Books (NL),1,2002,,Henry Wadsworth Longfellow,3,2:00,5:00,1589637453,3:02
3953,The Hyperion Series Astrological Degree Symbols: 2nd Edition,1:00,384,4:00,total:1,3,11,Infinity Publishing (PA),0,2004,,Gavin Kent Mcclung,2,2:01,5:00,741420899,3:00
3954,MDX Solutions: With Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,1:01,716,4:05,total:23,1,12,Wiley,0,2005,,George Spofford,3.78,2:01,5:08,471748080,3:08
3955,A Don't Sweat the Small Stuff Treasury: A Special Collection for Newlyweds,1:00,94,4:01,total:4,5,4,Hyperion Books,0,2000,,Richard Carlson,4.25,2:00,5:02,786866233,3:01
3956,A Don't Sweat the Small Stuff Treasury: A Special Selection for Fathers,1:00,112,4:01,total:6,1,5,Hyperion Books,0,1999,,Richard Carlson,4,2:01,5:03,786865741,3:01
3958,Sheila Macqueen's Complete Flower Arranging,1:00,250,4:00,total:0,1,12,Salem House Publishers,0,1985,,Sheila MacQueen,0,2:00,5:00,706362764,3:00
3959,A Don't Sweat the Small Stuff Treasury: A Special Selection for Mothers,1:00,112,4:01,total:6,1,5,Hyperion Books,2,1999,,Richard Carlson,3.17,2:00,5:00,786865733,3:05
3962,Don't Sweat the Small Stuff for Men: Simple Ways to Minimize Stress in a Competitive World,0.726388889,288,4:27233,total:79247,5,9,Hachette Books,12,2001,,Richard Carlson,3.98,2.886111111,5:28102,786886366,3:18890
3963,A Don't Sweat the Small Stuff Treasury: A Special Collection for Friends,1:00,112,4:04,total:5,5,4,Hyperion,1,2000,,Richard Carlson,3.8,2:00,5:00,078686625X,3:01
3966,Die Hyperion-Gesänge,1:30,1456,0.765972222,total:3168,1,8,Heyne,11,2002,ger,Dan Simmons,4.42,0.140972222,1.520833333,3453215281,0.334722222
3967,La Chute d'Hypérion II,0.622916667,347,4:32754,total:90987,26,12,Pocket,1,2000,fre,Dan Simmons,4.21,2.195138889,5:40817,2266111574,3:13538
3968,Endymion,0.265277778,572,4:16943,total:44131,14,12,Robert Laffont,1,1998,fre,Dan Simmons,4.17,1.082638889,5:18461,2221089561,4.9625
3972,"Olympos (Ilium, #2)",0.215972222,891,4.360416667,total:15502,25,7,Harper Voyager,484,2006,eng,Dan Simmons,3.94,0.715972222,3.670833333,380817934,2.427083333
3973,"Ilium (Ilium, #1)",0.347222222,752,6.890277778,total:24722,28,6,HarperTorch,907,2005,eng,Dan Simmons,4.03,0.921527778,6.378472222,380817926,3.255555556
3974,The Terror,0.550694444,769,4:15035,total:39578,8,1,"Little, Brown and Company",3373,2007,eng,Dan Simmons,4.07,1.388194444,5:15270,316017442,4.750694444
3975,Worlds Enough & Time: Five Tales of Speculative Fiction,1:12,272,0.511111111,total:1173,26,11,Harper Voyager,61,2002,eng,Dan Simmons,3.74,2:53,0.365277778,60506040,0.393055556
3976,"Hard Freeze (Joe Kurtz, #2)",1:13,320,0.554861111,total:1158,15,9,Minotaur Books,44,2003,eng,Dan Simmons,3.84,2:41,0.376388889,312989482,0.335416667
3977,"Endymion (Hyperion Cantos, #3)",0.265277778,563,4:16943,total:44131,1,12,Bantam Spectra,1125,1996,eng,Dan Simmons,4.17,1.082638889,5:18461,553572946,4.9625
3978,"A Winter Haunting (Seasons of Horror, #2)",0.126388889,371,1.976388889,total:7158,31,12,HarperTorch,492,2002,eng,Dan Simmons,3.59,0.555555556,1.100694444,380817160,1.836805556
3981,A Guide for Using from Mixed Up Files of Mrs. Basil E. Frankweiler in the Classroom,1:01,48,4:01,total:6,1,8,Teacher Created Resources,0,1994,,Mari Lu Robbins,3.5,2:00,5:02,1557344485,3:02
3985,The Amazing Adventures of Kavalier & Clay,2.329861111,639,4:59764,total:179349,25,8,Picador USA,9201,2001,eng,Michael Chabon,4.18,5.679166667,5:82929,312282990,3:25303
3986,"The Amazing Adventures of the Escapist, Volume 1",1:12,159,0.440972222,total:1116,18,5,Dark Horse,106,2004,eng,Michael Chabon,3.46,0.16875,0.302083333,159307171X,0.438194444
3987,The Amazing Adventures of Bathman!,1:01,32,4:16,total:48,5,5,Dutton Juvenile,13,2005,,Andrew T. Pelletier,3.69,2:05,5:12,525471642,3:14
3988,The Amazing Adventures of Hercules,1:00,64,4:08,total:25,1,4,Usborne Books,3,2004,,Claudia Zeff,4.16,2:01,5:11,794504531,3:05
3989,Ulysses: The Amazing Adventures of,1:00,64,4:03,total:12,1,4,Usborne Books,2,2004,,Vivian Webb,4.08,2:00,5:05,794504523,3:04
3990,Across the River: Walter & Oliver's Amazing Adventure,1:00,48,4:02,total:2,1,5,Artisan Publishers,1,1998,,D. Michael Price,4,2:00,5:00,867130474,3:00
3991,Great Discoveries & Amazing Adventures: The Stories of Hidden Marvels and Lost Treasures,1:00,77,4:00,total:2,11,11,Kingfisher,1,2004,,Claire Llewellyn,4,2:00,5:01,753457830,3:01
3992,Dicing with Di: The Amazing Adventures of Britain's Royal Watchers,1:00,238,4:01,total:5,1,2,Blake Publishing,2,1997,,Mark Saunders,3.8,2:01,5:02,1857821602,3:01
3993,Farm Crossing: The Amazing Adventures of Addie and Zachary,1:00,96,4:00,total:0,17,2,Chippewa Valley Museum,0,2005,,Jack Bushnell,0,2:00,5:00,963619152,3:00
3995,The House of God,0.317361111,400,4.052777778,total:15440,1,2,Black Swan,31,1998,,Samuel Shem,3.94,0.746527778,3.892361111,552991228,2.338194444
3997,The Great House of God,1:13,240,0.422222222,total:1210,31,10,Thomas Nelson,58,2001,eng,Max Lucado,4.25,2:39,0.626388889,849942985,0.255555556
3998,Houses of God: Religious Architecture for a New Millennium,1:00,191,4:02,total:5,28,8,Images Publishing Group,0,2006,,Michael J. Crosbie,3.6,2:01,5:01,1920744975,3:01
3999,Skeptic in the House of God,1:00,192,4:01,total:6,1,4,Rutgers University Press,1,1997,,James L. Kelley,3.83,2:00,5:02,081352427X,3:03
4001,"The House of God: Church Architecture, Style and History",1:00,312,4:06,total:13,29,10,Thames & Hudson,3,2005,,Edward Norman,4.08,2:00,5:04,050028556X,3:03
4002,The Constitution For The House Of God,1:00,64,4:00,total:1,10,8,Creation House,0,2006,,Mark Duplantis,3,2:00,5:00,1599790165,3:01
4003,House of Many Gods,1:05,352,0.341666667,total:648,3,1,Ballantine Books,3,2006,,Kiana Davenport,3.97,2:41,0.356944444,034548150X,0.219444444
4008,"The Devil and Miss Prym (On the Seventh Day, #3)",1.283333333,205,4:19578,total:58088,3,7,HarperOne,2062,2006,eng,Paulo Coelho,3.61,4.182638889,5:12536,60527994,3:18283
4009,Nine Stories,1.100694444,198,4:45584,total:128736,30,1,"Little, Brown and Company",2926,2001,eng,J.D. Salinger,4.19,2.834027778,5:57287,316767727,3:20379
4013,"The Inland Whale: Nine Stories Retold from California Indian Legends, With a New Foreword by Karl Kroeber",1:00,212,4:20,total:60,5,12,University of California Press,1,2005,,Theodora Kroeber,4.03,2:02,5:22,520246934,3:16
4014,The Sun Rises: and Other Questions About Time and Seasons,1:00,32,4:22,total:78,15,9,Kingfisher,6,2006,eng,Brenda Walpole,3.94,2:09,5:30,753459647,3:17
4016,One Sun Rises: An African Wildlife Counting Book,1:00,32,4:04,total:9,1,10,Dutton Books,2,1994,,Wendy Hartmann,3.44,2:00,5:00,525452257,3:05
4017,Presumed Innocent,0.614583333,431,4:42168,total:103214,1,1,Twtp Assorted,1,2001,,Scott Turow,4.1,1.964583333,5:38040,374701075,3:19472
4023,American Psycho,1:10891,399,4:78474,total:225587,21,4,Picador,75,2010,eng,Bret Easton Ellis,3.82,2:17179,5:73261,033048477X,3:45782
4024,Bret Easton Ellis's American Psycho: A Reader's Guide,1:07,96,0.2125,total:208,11,1,Bloomsbury Academic,11,2002,,Julian Murphet,3.93,2:14,0.2625,826452450,3:43
4026,James Bond 007: From Russia With Love: Prima Official Game Guide,1:00,176,4:01,total:5,8,11,Prima Games,1,2005,,Prima Publishing,3.2,2:00,5:00,761551042,3:04
4031,Lunar Park,0.780555556,404,6.898611111,total:27243,29,8,Vintage,742,2006,eng,Bret Easton Ellis,3.7,1.963194444,5.108333333,375727272,4.793055556
4035,The Burden of Proof (Kindle County Legal Thriller #2),0.202083333,608,4:13858,total:33639,1,12,Grand Central Publishing,272,2000,eng,Scott Turow,4.07,0.726388889,5:11679,446677124,4.947916667
4039,Burden Of Proof And Related Issues: A Study On Evidence Before International Tribunals,1:00,408,4:00,total:1,1,12,Brill - Nijhoff,0,1995,,Mojtaba Kazazi,5,2:00,5:01,904110142X,3:00
4040,God and the Burden of Proof,1:00,156,4:01,total:8,1,11,Prometheus Books,0,1989,,Keith M. Parsons,4.12,2:00,5:04,879755512,3:03
4041,Burden of Proof: An Introduction to Argumentation and Guide to Parliamentary Debate,1:00,225,4:01,total:2,19,12,Custom Pub. Co.,0,2005,,Mark Crossman,4.5,2:00,5:01,759363919,3:00
4043,Godless,0.121527778,208,1.232638889,total:4375,1,11,Simon  Schuster Books for Young Readers,743,2005,eng,Pete Hautman,3.6,0.391666667,0.820833333,1416908161,1.096527778
4044,Value and Virtue in a Godless Universe,1:02,204,4:27,total:59,14,4,Cambridge University Press,12,2005,,Erik J. Wielenberg,3.56,2:06,5:08,521607841,3:16
4045,The Godless Constitution: A Moral Defense of the Secular State,1:08,208,0.249305556,total:334,17,8,W. W. Norton  Company,30,2005,,Isaac Kramnick,3.9,2:28,0.286111111,393328376,0.171527778
4046,Godless Morality: Keeping Religion Out of Ethics,1:03,163,0.21875,total:175,1,3,Canongate Books,21,2000,,Richard Holloway,3.89,2:07,5:47,862419093,3:43
4047,Godless in America: conversations with an atheist,1:00,180,4:00,total:1,22,3,iUniverse,0,2006,,George A. Ricker,5,2:00,5:01,059539101X,3:00
4049,"A Godless Jew: Freud, Atheism, and the Making of Psychoanalysis",1:00,182,4:10,total:29,10,9,Yale University Press,2,1989,,Peter Gay,3.79,2:01,5:07,300046081,3:11
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,1:00,228,4:03,total:22,2,9,Westminster John Knox Press,1,2005,en-US,Ronald B. Flowers,3.59,2:02,5:06,664228917,3:11
4051,Godless Morality,1:03,176,0.21875,total:175,30,7,Canongate UK,4,2004,,Richard Holloway,3.89,2:07,5:47,1841955787,3:43
4052,"The PayPal Wars: Battles with eBay, the Media, the Mafia, and the Rest of the Planet Earth",1:11,270,0.421527778,total:942,1,1,World Ahead Publishing,52,2010,,Eric M. Jackson,3.97,2:35,0.418055556,977898431,0.282638889
4053,Date or Soul Mate?: How to Know if Someone is Worth Pursuing in Two Dates or Less,1:06,224,0.217361111,total:230,30,8,Thomas Nelson,29,2005,,Neil Clark Warren,3.77,2:21,0.25625,078528303X,0.167361111
4054,Soul Mates & Hot Dates: How to Tell Who's Who,1:00,187,4:01,total:9,8,8,Llewellyn Publications,0,2005,,Maria Shaw,4.33,2:01,5:06,738707465,3:01
4055,Soul Mates: Honouring the Mysteries of Love and Relationship,0.098611111,288,1.170138889,total:4457,13,12,Harper Perennial,81,2013,eng,Thomas  Moore,3.99,0.24375,1.377777778,60925752,0.829861111
4056,Soul Mates: Understanding Relationships Across Time,1:01,221,4:20,total:76,8,1,Llewellyn Publications,5,2001,,Richard Webster,3.5,2:18,5:19,1567187897,3:18
4057,Becoming Soul Mates: 52 Meditations to Bring Joy To Your Marriage,1:01,240,4:17,total:40,27,10,Zondervan,3,1997,,Les Parrott III,3.6,2:03,5:06,310219264,3:13
4058,Finding Contentment: When Momentary Happiness Just Isn't Enough,1:01,211,4:10,total:34,27,10,Thomas Nelson,5,1997,,Neil Clark Warren,3.5,2:03,5:06,785272348,3:14
